word,phonetic,pos,meaning,examples,memory_methods,derivatives,collocations,extensions,chapter,source_page,source_book,confidence
ruin,/ˈruːɪn/,v.,（使）毁坏；（使）毁灭；n.「pl.」废墟；遗迹,Crops are ruined by the war. 因为战争，庄稼被毁坏了。,① 通过 ruin 的字形和发音联想到熟悉单词 rain n.雨；v.下雨；再将 ruin 中的字 母 u 想象成是由 rain 中字母 a 去掉顶部得到的。由此联想大雨（rain）把房屋的 屋顶完全冲毁（a —>u）的场景，从而记住 ruin v.（使）毁坏； ② 由 v.（使）毁坏 进一步加深程度得到 v.（使）毁灭；下面再进行动词到名词的 universe ruin 自然延伸 ——> 事物（比如房屋）被毁坏之后留下的是 n.废墟；遗迹,,in ruins 成废墟，满目疮痍,ruinous ad .破坏性的,Part3,650,单词突围5200 上册,1.0
ruinous,/ˈruːɪnəs/,,ad .破坏性的，毁灭性的,The house was in a ruinous condition. 房子倾圮了。,ruin 为已经记忆过的单词，表示 v.（使）毁坏；（使）毁灭；末尾加上 -ous 形容 词后缀，得到核心含义相同的形容词含义，表示 ad .破坏性的，毁灭性的,,,,Part3,651,单词突围5200 上册,1.0
run,/rʌn/ humanity primarily run,vi.,跑，奔跑；褪色；经营，管理,The thief ran away before the police arrived. 小偷在警方到达前逃跑 了。,（熟悉单词，无需额外记忆方法）,,run away 逃跑；失控；run out of 用完,,Part1,481,单词突围5200 上册,1.0
sacred,/ˈseɪkrɪd/,,ad .宗教的；庄严的，神圣的,Cats were sacred to Egyptians in ancient time. 猫对于古埃及人来说是圣 物。 sacred,"针对整个单词采用含义联想法：通过 sacred 联想到熟悉单词 secret ad .秘密的； 如图是一张秘密（secret）仪式的图片，我相信不用过多解释大家也能从图片中体 会到 sacred 所代表的""宗教的；庄严的，神圣的""的氛围和感觉。 故我们可以由 secret - 秘密仪式 传递出来的气氛记住 sacred 表示 ad .宗教的；庄 严的，神圣的； | 词根分析：sacr：词缀，表示神圣的； | 巧记：通过熟练掌握 sacred 反向记忆，sacr | ed：其中 sacr 表示神圣的；ed 表 示形容词含义 ——> ad .宗教的；庄严的，神圣的",,,,parts.这项实验展示了物体如何分解为其构成要素。,806,单词突围5200 上册,1.0
sacrifice,/ˈsækrɪfaɪs/,n.,/v. 牺牲，舍身；献祭，供奉；祭品,"Even if you feel tempted to sacrifice your own vacation days for fake busyness, though, at least consider leaving your weekend unscheduled. 即 使你想通过牺牲自己的假期来伪装成忙碌的样子至少也要考虑把周末空出来。","划分：sa丨cri丨fice 针对第1个元素采用谐音联想法：sa 的发音在中文里类似""杀""，这里引申为被杀 害； 针对第3个元素采用含义联想法：通过 fice 联想到我们已经记忆过的单词 face n. 脸，面部，这里引申为有头有脸的人物； 综合考虑 sa（被杀害）+ fice（face，有头有脸的人物）——> 想象在抗日战争时 期，我们的中国共产党为了革命的胜利，多少英雄，多少有头有脸的人物（fice） 被日本鬼子无情的杀害（sa）了。他们为了国家的胜利""献""出了自己的生命，他们 用自己的""牺牲""换来了我们的光明璀璨的明天。故 sacrifice 表示英雄们的 n/v.牺 牲，舍身； 由n/v.献祭，供奉 的含义稍作延伸 ——> 用来献祭的物品，即 n.祭品",,,,parts.这项实验展示了物体如何分解为其构成要素。,807,单词突围5200 上册,1.0
safe,/seɪf/,,ad .安全的；可靠的；平安的；n. 保险箱； territorial Thanksgiving safe,It is safe to site a company here. 在这里建造工厂安全。,（熟悉单词，无需额外记忆方法）,,,,Part1,1125,单词突围5200 上册,1.0
safeguard,/ˈseɪfɡɑːrd/,v.,保护；保卫；n.预防措施；保证条款,Efforts should be made to safeguard children's rights to be cared for. 应尽力维护儿童受照顾的权利。,划分：safe | guard 针对第1个元素采用含义联想法：safe 为已经记忆过的熟悉单词，表示 ad .安全 的； 针对第2个元素采用含义联想法：guard 为已经记忆过的单词，表示 v.保卫，看 守； 综合考虑 safe（安全的）+ guard（保卫，看守）——> 保卫安全，对应动词含 义表示 v.保护；保卫；对应名词含义表示用于保障安全的措施，即 n.预防措施；保 证条款,,,,Part1,1126,单词突围5200 上册,1.0
sake,/seɪk/,n.,缘由，理由,Students teachers score higher on tests than pupils who're learning only for their own sake. 与只为了自身而学习的学生相比，那些当老师的学生在 remedial sake 考试时成绩更好。,"针对整个单词采用含义联想记忆法：通过 sake 的发音和字形联想到已经记忆过的 熟悉单词 save vt.救，挽救；再对 sake 进行划分 sa | ke，关注 ke 的发音类似中 文""可""，可以； 下面通过联想将 sake n.缘由，理由 和 save vt.挽救 以及 ke - 可以 联系在一起 ——> 想象有人向你求助说：拜托了，你能不能救救我呀？然后具体刻画你自然的 心里活动：救是可以（ke）救（save），但你得给我一个救你的""理由""； 故看到 sake 联想起你面对求救时的心里活动：可以救但需要给我一个充分的理 由。由此把握 n.缘由，理由",,for the sake of 因…缘故；看在…的份上； 对比辨析：for the sake of，because of for the sake of 表示想要达到的目的、结果；because of 表示事情发生的直接原 因。,,Part1,1228,单词突围5200 上册,1.0
same,/seɪm/,n.,同样的事；ad .同样的，同一的； same,Your watch is the same as mine. 你的手表和我的一样。,（熟悉单词，无需额外记忆方法）,,at the same time 同时；on the same day 同一天；in the same way 相同的方式；the same as… 和…一样,,Part2,842,单词突围5200 上册,1.0
sample,/ˈsɑːmpl/,n.,样品，试样，样本；vt.从…抽样（试验或调查）；体验,I have little choice but to sample your beans. 我几乎别无选择，只能选 你的豆子做样品。,"通过 sample 的字形和发音容易联想到已经记忆过的单词 example n.例子 ——> 所谓""例子""其实也就可以理解为是一个具有代表性的""样本/样品""，故从含义上看 example n.例子 和 sample n.样本，样品 是具有一定的相似或者同一性的。 看到 sample 联想其 example n.例子，当我们把""例子""视为是具有代表性的""样 品，样本""时，自然就可以记住 sample 表示 n.样品，试样，样本； 由 n.样品 延伸为动词：① 表示挑选样品，即 vt.从…抽样（试验或调查）；② 由 于样品和样本常常被用来试验，因此当 sample 表示对样品的操作，意为 vt.体 验",,,,Part1,353,单词突围5200 上册,1.0
satire,/ˈsætaɪə(r)/,n.,讽刺文学，讽刺作品；讽刺,The movie is a clever satire on the advertising industry. 那部影片是关 于广告业的一部巧妙的讽刺作品。,"划分：sati | re 针对第1个元素采用谐音记忆法：sati 在单词里的发音类似中文""杀头""，引申为招 来杀身之祸； 针对第2个元素采用",,,,Part1,1221,单词突围5200 上册,1.0
satisfied,/əˈreɪndʒmənt/,n.,安排，布置；整理，排列,He was heartily satisfied with the arrangement. 他对这样安排感到由衷 的满意。,arrange 为已经记忆过的单词，表示 v.安排，布置；末尾加上 -ment 名词后缀得 到核心含义相同的名词含义，即 n.安排，布置；整理，排列,,,,Part2,1140,单词突围5200 上册,1.0
save,/seɪv/,vt.,救，挽救；储存；节省,Sometimes taking the indirect path saves time. 有时不走直道反倒可以 节省时间。,（熟悉单词，无需额外记忆方法）,,,,Part1,926,单词突围5200 上册,1.0
scale,/ɪˈfɪʃnsi/,n.,效率，功率,Our efforts need to be further coordinated for higher efficiency. 为了 获得更高的效率我们的工作需要进一步协调。 efficient efficiency scale,"efficient 为已经记忆过的单词，表示 ad .效率高的；末尾去掉 -t 后缀，加上 -cy 名词后缀，得到核心含义与""效率""相关的名词含义，即 n.效率，功率",,,,Part3,200,单词突围5200 上册,1.0
scan,/skæn/,v.,（scanned，scanned，scanning）细看；浏览；扫描,Malware is scanning through the memory in real time and looking for data. 恶意软件会实时扫描存储器，寻找资料。,"① 对整个单词采用谐音记忆法：scan 的发音类似中文的""四看""，即四下看看 ——> 看得不算仔细，但涉猎广速度快，也就是 v.浏览； ② 对整个单词采用谐音记忆法：scan 的发音同样可以解释成""使看""，使劲看，看 得很认真很仔细，也就是 v.细看； ③ 基于 v.细看 这个含义，想象一个场景：你家那台扫描仪为了能把文件完整扫描 出来，在机身上长了两个圆滚滚的眼睛，然后盯着送进去的文件一行一行地仔细 看 ——> 看来""细看""是扫描仪完成""扫描""时的基本功。 重点刻画扫描仪睁着两个眼睛仔细查看文件的场景，记住 scan 还可以表示 v.扫 scan 描",,,,Part4,878,单词突围5200 上册,1.0
scar,/skɑː(r)/,n.,伤疤,The forty years in prison had left deep scars in his spirit. 40年的监狱生 活在他的心里留下了很深的伤疤。,"划分：s | car 针对第1个元素采用谐音记忆法：s 在单词中的发音类似中文""死""，与死亡相关，这 里引申为死里逃生； 针对第2个元素采用含义联想法：car 为熟悉单词，表示 n.车，这里引申为车祸； 综合考虑 s（死里逃生）+ car（车 - 车祸）——> 从车祸（car）里死里逃生 （s），虽然捡回了一条命，但身上肯定会留下""伤疤""。 具体刻画你从惨烈车祸的废墟中爬出来，身上留下了许多明显的伤疤，由此记住 car scar scar 表示 n.伤疤。",,,,Part1,152,单词突围5200 上册,1.0
scare,/skeə(r)/,v.,惊吓，威吓；受惊,The dog scared the stranger away. 狗把那个陌生人吓跑了。,划分：scar | e 针对第1个元素采用含义联想法：scar 为已经记忆过的单词，表示 n.伤疤； 针对第2个元素采用,,,,Part1,153,单词突围5200 上册,1.0
scary,/ˈskeəri/,,ad .使人惊恐的；吓人的；可怕的,Riding the shark was pretty scary. 虽然骑鲨鱼也挺吓人的。 scare scary,scare 为已经记忆过的单词，表示 v.惊吓，威吓；受惊；末尾去掉 -e 动词后缀， 加上 -y 形容词后缀，得到核心含义相同的形容词含义，即 ad .使人惊恐的；吓人 的；可怕的,,,,Part1,153,单词突围5200 上册,1.0
scenario,/səˈnɑːriəʊ/,n.,设想；方案；（电影或戏剧的)剧情梗概,This scenario is common in newsrooms that lack a systematic way to filter story suggestions. 在缺乏过滤新闻提议的系统方法的新闻编辑部，这种情 scenery scenario 况很常见。,"① scena | rio 针对第1个元素采用含义联想法：通过 scena 的字形和发音联想到已经记忆过的单 词 scene n.（电视剧、电影的）场景；这里引申为电影电视剧里的画面；然后将第 2个元素理解为普通的名词后缀 ——> 由电影、电视剧中各种画面组成的东西，可 以理解为电视剧开始前快速剪辑、闪现的上集概要，表示 n.（电影或戏剧的)剧情 梗概； ② scena | rio 针对第1个元素采用含义联想法：通过 scena 的字形和发音联想到已经记忆过的单 词 scene n.（电视剧、电影的）场景； 针对第2个元素采用含义联想法：通过 rio 容易联想到平常喝的 rio 鸡尾酒； 综合考虑 scena（影视作品中的场景）+ rio（鸡尾酒）——> 想要在电影场景中 插入 rio 广告还要不让观众反感，需要进行周密的设计。具体刻画一群人聚在一起 思考怎么才能把鸡尾酒广告插入进电影里的场景，他们最终得到的思路即表示""设 想；方案""； 因此 scenario 对你而言具体表示""有关如何将鸡尾酒广告插入进电影中""的 n.设 想；方案",,,,Part2,943,单词突围5200 上册,1.0
scene,/siːn/,n.,（戏剧、电影等的）一场；场景；布景；景色，风景,There were many policemen on the scene of the traffic accident. 交通 事故现场有很多警察。,"针对整个单词采用谐音联想法：scene 的发音类似熟悉单词 see 或者 see 的过去 分词 seen，意为看，看见 ——> 表示用眼睛看到的景物。 想象一个场景，你正站在郊外放眼看""风景""，自然风光尽收眼底让你非常陶醉，接 着你发现你眼前的景色正在慢慢收缩并最终变成了大银幕上的背景，他被用来作为 一场电影的""布景/场景""，待你回过神来左右一看才发现自己此刻已经身处在了熙 熙攘攘的电影院之中了。 注意强调整个过程的动态性，将 scene 由 n.风景，景色 向 n.场景，布景 的转换刻 画得尽可能生动。 注意：有关 scene 这个单词不用过分在意具体含义之间的细微区别，重点把握其 表示""眼睛看到的景象""这个核心含义内核即可，具体表示看到了什么与 scene 出现 的情景，也就是在哪儿看有直接的联系。",,,scenery n.风景，景色； 对比辨析：scene，sight，view scene 是指眼前的情景，可以指风景，也可以指戏剧的场景；sight 在表示景物的 时候，多指风景名胜；view 多指从远处或高处看到的风景（scenery），有时可以 与 scene 互换。 scene,Part2,942,单词突围5200 上册,1.0
